food_type,temperature,humidity,gas_ppm,days_since_added,weight,amount_status,spoilage_status
bread_pudding,4.2,63.4,591,6.0,242.2,not_sufficient,spoiled
garlic_bread,3.9,85.4,115,0.9,468.4,sufficient,fine
pancakes,6.0,73.6,154,2.9,188.2,not_sufficient,fine
creme_brulee,4.6,84.7,125,3.5,573.5,sufficient,fine
waffles,7.0,60.5,199,0.0,559.2,sufficient,fine
nachos,2.9,78.2,340,5.9,420.5,sufficient,near_spoiled
nachos,5.6,90.0,259,5.1,384.8,sufficient,near_spoiled
hot_and_sour_soup,3.8,62.5,743,3.4,207.0,not_sufficient,spoiled
greek_salad,1.4,86.0,314,1.6,456.9,sufficient,near_spoiled
omelette,6.3,67.3,144,0.9,426.2,sufficient,fine
sashimi,2.0,68.8,171,4.9,208.7,not_sufficient,fine
french_fries,6.6,89.1,133,5.0,256.4,not_sufficient,fine
onion_rings,4.1,62.6,359,4.9,268.5,not_sufficient,near_spoiled
apple-pie,5.1,82.7,283,3.5,380.4,sufficient,near_spoiled
edamame,2.9,81.6,154,1.3,480.3,sufficient,fine
cheececake,-1.1,61.6,287,5.6,359.4,sufficient,near_spoiled
hot_and_sour_soup,5.7,67.9,319,2.1,211.6,not_sufficient,near_spoiled
macaroni_and_cheese,3.3,77.6,173,0.0,576.9,sufficient,fine
creme_brulee,5.2,89.4,124,2.0,589.1,sufficient,fine
spaghetti_carbonara,4.3,76.6,131,3.1,217.2,not_sufficient,fine
fried_rice,5.6,84.6,134,0.8,178.1,not_sufficient,fine
edamame,5.7,86.0,323,5.1,138.6,not_sufficient,near_spoiled
ramen,1.6,63.8,311,3.9,150.1,not_sufficient,near_spoiled
beef_carpaccio,-0.9,86.2,346,3.5,495.4,sufficient,near_spoiled
filet_mignon,1.6,60.3,318,6.5,573.0,sufficient,near_spoiled
chicken_wings,4.4,85.0,191,3.9,320.6,sufficient,fine
macaroni_and_cheese,2.6,62.6,732,3.3,145.7,not_sufficient,spoiled
french_onion_soup,7.3,67.1,190,0.0,595.2,sufficient,fine
fried_rice,5.5,85.7,130,1.4,297.0,not_sufficient,fine
caesar_salad,3.3,83.6,365,2.6,543.4,sufficient,near_spoiled
ramen,3.1,87.2,135,1.5,594.6,sufficient,fine
strawberry_shortcake,7.8,74.2,120,0.0,503.3,sufficient,fine
sashimi,1.1,66.5,163,2.8,570.8,sufficient,fine
chocolate_cake,8.2,64.0,153,1.9,366.8,sufficient,fine
chocolate_cake,7.5,73.6,175,2.0,228.2,not_sufficient,fine
bread_pudding,8.7,82.8,556,3.2,386.5,sufficient,spoiled
spaghetti_carbonara,3.3,79.8,126,2.6,331.9,sufficient,fine
french_fries,4.3,83.7,291,6.7,403.9,sufficient,near_spoiled
risotto,2.5,81.8,182,4.6,475.6,sufficient,fine
garlic_bread,2.6,62.2,153,2.3,311.4,sufficient,fine
ramen,2.4,74.1,244,3.9,341.5,sufficient,near_spoiled
cheese_plate,2.9,87.2,106,4.3,340.9,sufficient,fine
french_onion_soup,5.1,70.5,107,2.0,297.6,not_sufficient,fine
donuts,6.9,82.1,242,4.1,455.2,sufficient,near_spoiled
filet_mignon,-3.1,62.0,180,2.1,553.6,sufficient,fine
cheececake,2.0,62.0,153,4.5,199.1,not_sufficient,fine
risotto,4.6,79.5,144,3.1,556.3,sufficient,fine
hummus,3.3,86.8,128,1.4,397.1,sufficient,fine
onion_rings,3.9,89.3,121,1.7,484.8,sufficient,fine
lobster_roll_sandwich,0.5,68.0,252,4.1,378.3,sufficient,near_spoiled
apple-pie,6.4,86.3,124,0.0,493.8,sufficient,fine
seaweed_salad,3.3,67.7,239,4.2,105.0,not_sufficient,near_spoiled
spaghetti_carbonara,4.0,78.6,622,7.1,523.9,sufficient,spoiled
beef_salad,4.9,78.3,118,1.5,428.6,sufficient,fine
seaweed_salad,2.2,78.3,327,5.6,564.0,sufficient,near_spoiled
grilled_salmon,0.2,67.3,118,0.7,357.2,sufficient,fine
onion_rings,4.9,84.4,200,4.9,389.6,sufficient,near_spoiled
omelette,2.8,83.5,162,1.1,407.7,sufficient,fine
breakfast_burrito,8.0,89.4,242,6.8,132.6,not_sufficient,near_spoiled
lobster_roll_sandwich,2.0,74.9,749,5.6,393.8,sufficient,spoiled
macaroni_and_cheese,3.2,64.2,166,0.9,218.6,not_sufficient,fine
caesar_salad,3.3,83.2,505,6.0,573.6,sufficient,spoiled
cheececake,2.5,86.4,179,0.0,446.0,sufficient,fine
macaroni_and_cheese,2.9,66.9,110,0.0,593.0,sufficient,fine
deviled_eggs,9.4,84.6,214,3.9,186.0,not_sufficient,near_spoiled
fried_calamari,4.7,83.0,187,3.4,457.9,sufficient,fine
hot_dog,3.1,87.9,376,1.6,359.5,sufficient,near_spoiled
garlic_bread,6.4,69.5,171,0.1,312.9,sufficient,fine
sushi,5.3,67.4,112,3.5,479.9,sufficient,fine
falafel,2.4,68.1,649,4.7,535.7,sufficient,spoiled
hot_and_sour_soup,5.3,86.1,314,2.1,282.8,not_sufficient,near_spoiled
garlic_bread,1.4,70.6,355,4.4,432.7,sufficient,near_spoiled
nachos,2.8,61.7,252,7.8,325.0,sufficient,near_spoiled
deviled_eggs,8.2,84.5,101,2.4,313.8,sufficient,fine
falafel,4.6,81.2,149,0.0,247.4,not_sufficient,fine
chicken_curry,-0.4,64.2,365,6.4,235.2,not_sufficient,near_spoiled
chocolate_cake,4.8,60.3,141,2.3,474.0,sufficient,fine
french_fries,6.0,76.9,320,6.4,207.1,not_sufficient,near_spoiled
strawberry_shortcake,6.2,80.9,579,4.4,308.2,sufficient,spoiled
chicken_wings,3.0,89.8,231,8.8,506.5,sufficient,near_spoiled
dumplings,5.8,69.2,128,0.0,292.7,not_sufficient,fine
ceviche,1.8,62.8,125,2.9,270.2,not_sufficient,fine
caesar_salad,1.1,80.2,369,5.0,499.4,sufficient,near_spoiled
sashimi,2.7,89.9,132,4.4,429.8,sufficient,fine
chicken_wings,3.5,80.1,102,4.9,566.9,sufficient,fine
cup_cakes,6.1,76.1,533,5.6,413.2,sufficient,spoiled
chicken_wings,0.3,62.5,138,3.5,177.9,not_sufficient,fine
beef_carpaccio,3.9,74.2,125,0.0,314.0,sufficient,fine
lobster_roll_sandwich,0.6,89.5,112,2.4,355.9,sufficient,fine
spaghetti_carbonara,1.1,89.6,147,2.4,214.0,not_sufficient,fine
omelette,4.8,76.7,141,2.3,204.7,not_sufficient,fine
carrot_cake,6.7,71.4,456,6.0,437.7,sufficient,spoiled
ice_cream,5.0,68.4,219,6.9,448.1,sufficient,near_spoiled
edamame,3.6,60.7,313,5.0,397.1,sufficient,near_spoiled
ceviche,1.6,81.6,123,3.5,126.1,not_sufficient,fine
bread_pudding,4.5,78.4,128,0.0,430.5,sufficient,fine
falafel,2.6,60.9,128,0.1,176.1,not_sufficient,fine
lobster_roll_sandwich,2.0,60.4,141,0.6,401.5,sufficient,fine
waffles,5.0,64.6,102,2.8,210.7,not_sufficient,fine
caesar_salad,2.7,62.3,105,1.2,233.9,not_sufficient,fine
cheese_plate,4.0,68.2,291,5.4,374.6,sufficient,near_spoiled
ramen,5.2,86.7,368,5.3,437.5,sufficient,near_spoiled
breakfast_burrito,5.6,65.6,123,3.2,313.9,sufficient,fine
pizza,4.9,62.9,394,5.8,137.8,not_sufficient,near_spoiled
cheese_plate,3.5,71.9,224,5.6,235.5,not_sufficient,near_spoiled
french_onion_soup,2.2,86.8,679,5.1,570.9,sufficient,spoiled
fried_calamari,-0.5,72.8,325,3.6,437.9,sufficient,near_spoiled
onion_rings,2.0,88.5,147,1.3,145.9,not_sufficient,fine
sashimi,-2.2,87.9,330,5.9,312.7,sufficient,near_spoiled
filet_mignon,1.8,67.1,316,5.4,508.6,sufficient,near_spoiled
chicken_curry,1.9,81.2,130,3.2,155.0,not_sufficient,fine
deviled_eggs,7.9,79.8,141,1.3,207.2,not_sufficient,fine
carrot_cake,5.2,80.9,168,0.0,118.6,not_sufficient,fine
garlic_bread,2.4,80.2,138,0.2,402.1,sufficient,fine
beef_salad,2.2,66.8,141,0.3,195.6,not_sufficient,fine
chocolate_cake,7.0,62.3,285,5.0,490.7,sufficient,near_spoiled
carrot_cake,7.2,73.2,172,0.0,509.1,sufficient,fine
fried_calamari,0.2,78.2,190,1.9,565.8,sufficient,fine
beef_salad,2.2,75.3,328,3.6,217.8,not_sufficient,near_spoiled
ice_cream,2.7,69.9,275,5.1,507.1,sufficient,near_spoiled
chocolate_cake,4.5,86.0,175,0.0,590.8,sufficient,fine
onion_rings,5.2,62.1,125,2.5,259.5,not_sufficient,fine
ceviche,1.8,76.9,300,8.4,232.5,not_sufficient,near_spoiled
beef_carpaccio,0.7,69.8,116,1.1,227.1,not_sufficient,fine
hot_and_sour_soup,5.2,79.8,651,4.6,365.1,sufficient,spoiled
lobster_roll_sandwich,-0.5,86.4,200,0.6,160.5,not_sufficient,fine
sushi,2.2,79.9,342,7.5,388.2,sufficient,near_spoiled
seaweed_salad,3.8,84.5,111,1.8,241.4,not_sufficient,fine
french_toast,6.3,88.3,234,2.8,433.8,sufficient,near_spoiled
creme_brulee,4.9,84.6,129,2.1,127.6,not_sufficient,fine
pizza,4.8,68.7,179,2.3,389.8,sufficient,fine
hot_and_sour_soup,3.9,66.8,164,0.1,256.4,not_sufficient,fine
omelette,4.9,69.4,233,3.7,313.4,sufficient,near_spoiled
pancakes,6.1,69.3,355,4.5,250.3,not_sufficient,near_spoiled
fish_and_chips,4.6,74.4,261,6.7,487.7,sufficient,near_spoiled
fried_rice,6.4,78.2,190,0.9,496.7,sufficient,fine
baklava,3.3,69.5,227,5.2,536.0,sufficient,near_spoiled
risotto,4.0,83.7,169,2.9,439.1,sufficient,fine
greek_salad,2.1,69.2,199,0.0,375.3,sufficient,fine
french_fries,2.0,87.0,112,3.5,430.6,sufficient,fine
cheese_plate,3.5,75.3,359,5.6,573.7,sufficient,near_spoiled
baklava,6.0,61.6,681,8.3,306.1,sufficient,spoiled
omelette,2.7,88.2,149,2.6,567.1,sufficient,fine
sashimi,3.9,79.3,199,2.4,196.9,not_sufficient,fine
fish_and_chips,6.7,66.9,297,7.0,496.9,sufficient,near_spoiled
carrot_cake,4.3,82.2,193,0.0,435.1,sufficient,fine
creme_brulee,8.2,81.9,204,7.1,116.8,not_sufficient,near_spoiled
fried_rice,4.7,65.4,102,1.1,438.6,sufficient,fine
deviled_eggs,7.0,63.6,167,1.5,237.6,not_sufficient,fine
fried_calamari,2.2,85.8,387,4.7,179.3,not_sufficient,near_spoiled
ice_cream,3.6,81.7,319,6.0,553.0,sufficient,near_spoiled
filet_mignon,0.1,69.7,347,3.8,280.7,not_sufficient,near_spoiled
french_onion_soup,5.4,81.3,501,7.1,509.9,sufficient,spoiled
falafel,3.1,75.6,159,0.0,109.0,not_sufficient,fine
edamame,5.6,87.2,168,0.0,346.4,sufficient,fine
creme_brulee,8.0,71.2,221,5.2,150.3,not_sufficient,near_spoiled
falafel,5.8,61.1,128,0.0,103.8,not_sufficient,fine
ramen,2.7,73.5,344,5.5,520.4,sufficient,near_spoiled
french_onion_soup,4.4,77.6,304,4.8,226.6,not_sufficient,near_spoiled
hummus,5.8,75.7,116,0.7,297.3,not_sufficient,fine
chocolate_cake,5.4,73.6,122,1.4,460.1,sufficient,fine
ceviche,3.4,73.2,190,2.2,533.1,sufficient,fine
cup_cakes,8.1,73.7,138,0.3,324.8,sufficient,fine
ice_cream,1.9,73.2,187,3.1,108.7,not_sufficient,fine
dumplings,3.6,70.5,352,4.2,573.9,sufficient,near_spoiled
ice_cream,3.7,70.3,340,8.6,175.0,not_sufficient,near_spoiled
cup_cakes,6.7,83.3,129,0.0,147.0,not_sufficient,fine
pancakes,6.5,85.0,161,2.4,243.9,not_sufficient,fine
cheececake,3.1,67.5,129,2.1,180.7,not_sufficient,fine
waffles,5.3,70.1,225,4.4,414.2,sufficient,near_spoiled
cup_cakes,5.5,82.6,315,2.6,274.7,not_sufficient,near_spoiled
breakfast_burrito,5.8,80.9,229,6.6,360.9,sufficient,near_spoiled
edamame,7.5,88.4,281,5.1,431.0,sufficient,near_spoiled
chicken_wings,2.4,64.5,206,6.2,311.8,sufficient,near_spoiled
chicken_curry,1.3,78.0,146,2.2,159.7,not_sufficient,fine
filet_mignon,1.1,89.2,178,1.7,539.1,sufficient,fine
edamame,2.6,78.7,313,3.9,565.7,sufficient,near_spoiled
hot_and_sour_soup,4.0,66.5,396,2.0,361.7,sufficient,near_spoiled
creme_brulee,4.3,65.8,349,5.5,409.4,sufficient,near_spoiled
nachos,5.9,85.6,320,5.5,283.6,not_sufficient,near_spoiled
macaroni_and_cheese,1.5,88.4,160,0.7,178.5,not_sufficient,fine
falafel,3.5,81.6,671,4.4,200.5,not_sufficient,spoiled
grilled_salmon,0.8,80.3,220,2.3,357.4,sufficient,near_spoiled
macaroni_and_cheese,3.5,84.1,310,2.3,166.3,not_sufficient,near_spoiled
bread_pudding,5.6,84.6,110,0.0,200.6,not_sufficient,fine
carrot_cake,7.9,81.5,122,0.9,525.4,sufficient,fine
baklava,5.3,72.4,442,7.6,412.4,sufficient,spoiled
nachos,4.0,72.4,123,3.3,159.5,not_sufficient,fine
ceviche,1.0,87.3,169,2.1,522.7,sufficient,fine
ramen,3.3,84.8,194,2.1,252.9,not_sufficient,fine
seaweed_salad,3.7,67.3,134,3.3,277.2,not_sufficient,fine
baklava,5.6,77.1,126,2.3,147.9,not_sufficient,fine
breakfast_burrito,4.0,71.1,141,4.8,237.5,not_sufficient,fine
deviled_eggs,7.0,63.8,339,5.0,140.4,not_sufficient,near_spoiled
deviled_eggs,7.1,85.8,291,4.2,388.5,sufficient,near_spoiled
caesar_salad,4.7,79.8,299,2.7,268.8,not_sufficient,near_spoiled
carrot_cake,4.0,89.9,447,4.5,174.6,not_sufficient,spoiled
pancakes,5.6,82.3,252,5.4,481.5,sufficient,near_spoiled
chocolate_cake,5.2,62.1,165,1.4,450.7,sufficient,fine
grilled_salmon,0.4,66.8,117,0.0,115.5,not_sufficient,fine
chicken_curry,3.1,81.6,774,7.1,132.4,not_sufficient,spoiled
ceviche,1.2,88.8,369,9.7,505.3,sufficient,near_spoiled
nachos,2.5,89.6,107,4.7,452.9,sufficient,fine
caesar_salad,-0.3,69.8,171,1.1,275.3,not_sufficient,fine
lobster_roll_sandwich,2.3,74.1,106,0.0,145.4,not_sufficient,fine
cheese_plate,1.9,74.5,375,6.4,446.8,sufficient,near_spoiled
greek_salad,4.1,71.3,183,0.4,572.4,sufficient,fine
ramen,4.7,71.3,176,0.9,119.1,not_sufficient,fine
caesar_salad,5.1,72.9,149,1.8,456.7,sufficient,fine
bread_pudding,6.1,89.9,131,0.0,331.3,sufficient,fine
fried_calamari,0.9,85.6,181,1.3,316.6,sufficient,fine
edamame,5.8,89.6,113,1.1,337.0,sufficient,fine
deviled_eggs,6.0,63.7,158,2.8,529.2,sufficient,fine
french_fries,6.3,82.4,152,2.9,248.6,not_sufficient,fine
seaweed_salad,3.4,82.1,530,7.1,154.6,not_sufficient,spoiled
baklava,5.3,73.9,304,6.4,245.2,not_sufficient,near_spoiled
waffles,5.4,74.8,100,3.1,408.6,sufficient,fine
grilled_salmon,-0.4,88.9,682,3.4,183.7,not_sufficient,spoiled
breakfast_burrito,4.7,84.3,356,6.1,114.0,not_sufficient,near_spoiled
edamame,3.5,64.2,102,1.9,137.4,not_sufficient,fine
grilled_salmon,-0.8,76.6,490,3.7,473.2,sufficient,spoiled
ramen,5.2,62.1,185,0.3,491.6,sufficient,fine
sashimi,0.5,77.2,183,2.8,585.5,sufficient,fine
breakfast_burrito,4.6,65.4,144,4.5,417.3,sufficient,fine
dumplings,3.1,78.2,189,2.8,113.6,not_sufficient,fine
dumplings,3.5,64.0,177,2.6,542.1,sufficient,fine
chicken_curry,3.9,63.2,144,2.7,205.1,not_sufficient,fine
beef_carpaccio,-3.1,68.0,173,2.5,542.3,sufficient,fine
cup_cakes,3.7,71.1,163,0.0,186.3,not_sufficient,fine
beef_salad,0.5,86.9,384,2.6,220.9,not_sufficient,near_spoiled
omelette,2.5,78.0,111,0.4,268.6,not_sufficient,fine
spaghetti_carbonara,5.0,80.1,347,5.2,412.5,sufficient,near_spoiled
omelette,3.9,60.3,255,6.7,339.0,sufficient,near_spoiled
risotto,5.0,67.8,367,8.6,291.4,not_sufficient,near_spoiled
donuts,4.9,69.2,199,0.0,535.9,sufficient,fine
fried_calamari,4.0,85.7,320,3.7,425.0,sufficient,near_spoiled
chicken_curry,3.0,63.7,124,2.2,590.5,sufficient,fine
bread_pudding,6.7,70.3,183,0.0,183.4,not_sufficient,fine
fried_calamari,-0.4,67.1,164,2.5,341.8,sufficient,fine
french_fries,4.7,60.8,142,4.1,439.2,sufficient,fine
pancakes,6.2,69.4,116,0.4,131.4,not_sufficient,fine
sashimi,1.4,67.0,174,2.9,473.0,sufficient,fine
dumplings,5.4,78.0,364,3.7,383.2,sufficient,near_spoiled
ramen,4.4,60.2,164,1.8,486.2,sufficient,fine
seaweed_salad,2.2,73.0,134,3.1,209.3,not_sufficient,fine
filet_mignon,-0.0,66.4,787,9.4,140.1,not_sufficient,spoiled
beef_carpaccio,5.6,60.4,110,2.4,200.4,not_sufficient,fine
pancakes,3.5,84.5,358,4.4,360.6,sufficient,near_spoiled
fried_rice,5.0,86.8,238,4.2,227.5,not_sufficient,near_spoiled
ceviche,3.9,62.3,370,6.3,486.6,sufficient,near_spoiled
french_onion_soup,4.4,64.4,116,2.3,378.6,sufficient,fine
lobster_roll_sandwich,4.3,81.1,384,3.1,196.5,not_sufficient,near_spoiled
french_onion_soup,4.4,74.8,191,0.1,171.6,not_sufficient,fine
lobster_roll_sandwich,1.6,85.9,135,2.4,250.2,not_sufficient,fine
grilled_salmon,2.5,77.3,122,0.7,338.1,sufficient,fine
filet_mignon,1.4,83.8,611,7.2,122.3,not_sufficient,spoiled
greek_salad,4.1,72.9,720,4.7,509.7,sufficient,spoiled
onion_rings,2.7,82.9,131,0.0,185.7,not_sufficient,fine
nachos,4.0,89.3,132,3.8,395.3,sufficient,fine
pancakes,6.3,60.8,146,2.7,131.7,not_sufficient,fine
fried_calamari,0.5,84.9,298,5.6,552.1,sufficient,near_spoiled
falafel,6.2,82.1,193,0.0,226.0,not_sufficient,fine
onion_rings,4.6,63.2,263,4.3,106.2,not_sufficient,near_spoiled
fried_calamari,-0.5,67.3,389,5.3,488.3,sufficient,near_spoiled
waffles,5.8,72.0,127,0.3,196.2,not_sufficient,fine
sushi,5.8,80.0,141,4.8,220.1,not_sufficient,fine
chicken_curry,2.2,77.1,260,7.0,579.7,sufficient,near_spoiled
pancakes,5.8,68.3,111,1.3,276.7,not_sufficient,fine
risotto,3.7,75.4,346,8.6,119.1,not_sufficient,near_spoiled
chicken_wings,1.8,77.9,290,6.6,557.9,sufficient,near_spoiled
hummus,5.1,87.4,137,0.0,178.1,not_sufficient,fine
risotto,2.6,60.7,344,5.7,195.4,not_sufficient,near_spoiled
hot_and_sour_soup,4.2,65.3,160,0.0,467.4,sufficient,fine
pizza,6.2,84.8,310,4.9,162.5,not_sufficient,near_spoiled
apple-pie,7.2,63.0,168,2.2,254.3,not_sufficient,fine
grilled_salmon,0.7,86.0,364,2.1,535.5,sufficient,near_spoiled
baklava,10.0,79.8,381,5.0,498.4,sufficient,near_spoiled
grilled_salmon,-0.9,60.8,511,3.6,310.0,sufficient,spoiled
hummus,3.8,71.6,119,0.4,177.2,not_sufficient,fine
seaweed_salad,2.5,75.6,154,0.7,168.2,not_sufficient,fine
edamame,2.0,69.4,103,1.1,508.2,sufficient,fine
seaweed_salad,3.2,69.4,104,3.3,521.3,sufficient,fine
macaroni_and_cheese,2.2,85.2,190,1.1,404.2,sufficient,fine
dumplings,2.2,72.2,364,5.1,260.0,not_sufficient,near_spoiled
beef_carpaccio,1.6,83.9,185,0.0,345.8,sufficient,fine
sashimi,0.8,85.4,342,5.6,166.1,not_sufficient,near_spoiled
cup_cakes,5.1,67.1,396,3.5,428.2,sufficient,near_spoiled
greek_salad,4.7,71.4,202,2.0,127.7,not_sufficient,near_spoiled
carrot_cake,5.1,85.7,137,0.5,269.5,not_sufficient,fine
nachos,5.3,60.6,326,6.5,344.3,sufficient,near_spoiled
french_fries,3.3,80.8,390,7.1,370.0,sufficient,near_spoiled
filet_mignon,2.2,73.7,264,4.6,462.9,sufficient,near_spoiled
sashimi,2.2,84.7,131,3.1,530.6,sufficient,fine
chicken_wings,1.0,86.7,171,3.9,442.3,sufficient,fine
fried_rice,4.6,65.9,144,0.0,521.5,sufficient,fine
dumplings,4.6,83.0,308,4.1,156.3,not_sufficient,near_spoiled
beef_salad,0.6,80.9,392,3.0,599.2,sufficient,near_spoiled
pizza,5.5,79.4,116,2.9,312.0,sufficient,fine
lobster_roll_sandwich,-0.6,67.8,348,2.8,263.2,not_sufficient,near_spoiled
chicken_curry,3.5,61.4,190,2.7,413.6,sufficient,fine
cheese_plate,3.4,62.1,141,4.6,380.1,sufficient,fine
onion_rings,3.8,71.9,111,0.0,235.1,not_sufficient,fine
risotto,3.6,89.2,228,6.4,473.3,sufficient,near_spoiled
donuts,7.5,73.6,327,4.5,353.4,sufficient,near_spoiled
beef_salad,1.1,89.9,102,0.1,125.9,not_sufficient,fine
fish_and_chips,4.9,60.1,198,3.8,405.9,sufficient,fine
fish_and_chips,4.2,82.7,254,6.2,381.8,sufficient,near_spoiled
cheese_plate,4.3,74.8,102,2.5,203.8,not_sufficient,fine
hot_and_sour_soup,6.1,78.5,296,1.6,334.6,sufficient,near_spoiled
seaweed_salad,1.5,73.6,192,3.3,153.3,not_sufficient,fine
donuts,8.0,75.5,106,1.4,531.5,sufficient,fine
ramen,5.1,74.1,222,6.5,551.7,sufficient,near_spoiled
cup_cakes,6.9,83.4,128,2.0,393.1,sufficient,fine
baklava,7.8,71.3,425,7.3,238.3,not_sufficient,spoiled
french_toast,7.5,76.0,199,0.4,414.6,sufficient,fine
edamame,2.3,71.7,102,2.2,185.4,not_sufficient,fine
sashimi,-0.1,70.2,393,5.5,597.5,sufficient,near_spoiled
chocolate_cake,4.2,63.4,146,2.4,182.3,not_sufficient,fine
deviled_eggs,6.9,75.2,375,5.6,589.7,sufficient,near_spoiled
chicken_wings,4.3,73.4,253,8.5,371.7,sufficient,near_spoiled
fried_calamari,2.7,88.8,398,6.7,555.1,sufficient,near_spoiled
french_toast,7.2,78.7,151,2.2,392.1,sufficient,fine
french_toast,5.2,71.8,147,1.8,302.7,sufficient,fine
cheese_plate,2.8,65.1,105,4.5,210.5,not_sufficient,fine
fish_and_chips,4.9,83.4,251,7.8,151.7,not_sufficient,near_spoiled
french_onion_soup,4.4,79.2,390,4.2,296.9,not_sufficient,near_spoiled
bread_pudding,6.0,88.8,188,0.0,336.3,sufficient,fine
chocolate_cake,7.0,84.4,144,2.0,568.0,sufficient,fine
chocolate_cake,5.1,69.2,391,4.2,457.7,sufficient,near_spoiled
sashimi,1.9,80.3,110,2.9,151.9,not_sufficient,fine
dumplings,4.6,83.6,195,1.4,479.5,sufficient,fine
risotto,4.7,63.7,200,1.8,143.6,not_sufficient,fine
cheese_plate,1.8,85.2,111,3.1,365.7,sufficient,fine
filet_mignon,1.6,69.9,224,5.0,550.0,sufficient,near_spoiled
sashimi,3.2,60.1,227,5.3,433.4,sufficient,near_spoiled
pancakes,7.0,86.3,364,4.5,192.7,not_sufficient,near_spoiled
nachos,3.6,63.4,324,8.2,597.9,sufficient,near_spoiled
omelette,3.7,86.2,151,1.9,509.6,sufficient,fine
beef_carpaccio,0.1,65.7,149,0.0,377.7,sufficient,fine
apple-pie,3.0,80.2,368,3.4,309.0,sufficient,near_spoiled
ramen,4.6,65.2,131,3.2,278.5,not_sufficient,fine
deviled_eggs,7.9,75.5,347,6.2,570.5,sufficient,near_spoiled
fish_and_chips,3.9,76.4,238,5.9,462.7,sufficient,near_spoiled
creme_brulee,4.6,80.4,364,9.0,131.3,not_sufficient,near_spoiled
dumplings,4.9,77.7,328,4.3,398.2,sufficient,near_spoiled
ice_cream,3.9,86.5,120,4.5,351.5,sufficient,fine
hummus,5.0,84.4,130,0.9,114.8,not_sufficient,fine
dumplings,4.0,71.7,293,4.7,135.7,not_sufficient,near_spoiled
pancakes,6.5,89.6,148,1.7,469.2,sufficient,fine
sushi,5.0,78.1,284,6.7,572.7,sufficient,near_spoiled
french_toast,5.2,87.4,159,1.1,512.6,sufficient,fine
filet_mignon,0.8,73.8,294,6.9,465.1,sufficient,near_spoiled
french_onion_soup,4.9,62.2,126,1.6,455.7,sufficient,fine
french_fries,5.5,64.1,132,2.5,263.3,not_sufficient,fine
ice_cream,4.7,61.4,170,3.2,220.5,not_sufficient,fine
french_fries,3.9,60.1,236,7.7,236.8,not_sufficient,near_spoiled
ramen,4.9,87.0,161,0.0,403.1,sufficient,fine
ceviche,3.3,80.5,150,1.1,332.9,sufficient,fine
breakfast_burrito,5.5,65.6,166,2.0,186.2,not_sufficient,fine
french_onion_soup,4.1,75.1,130,2.0,416.4,sufficient,fine
nachos,5.9,73.0,312,8.1,353.2,sufficient,near_spoiled
french_fries,5.4,61.7,204,5.8,527.3,sufficient,near_spoiled
ramen,3.2,83.3,321,5.7,144.9,not_sufficient,near_spoiled
waffles,6.0,70.5,112,0.0,400.6,sufficient,fine
omelette,4.6,81.9,312,3.9,290.7,not_sufficient,near_spoiled
filet_mignon,1.5,86.8,142,2.7,107.6,not_sufficient,fine
waffles,7.5,85.6,402,8.5,447.2,sufficient,spoiled
edamame,3.1,84.0,176,2.8,574.5,sufficient,fine
fried_rice,3.7,85.4,297,3.8,181.2,not_sufficient,near_spoiled
macaroni_and_cheese,1.3,82.1,448,4.5,144.4,not_sufficient,spoiled
chicken_wings,2.0,71.1,133,3.9,262.9,not_sufficient,fine
baklava,6.5,68.9,721,7.1,525.6,sufficient,spoiled
edamame,2.7,71.9,290,4.9,529.3,sufficient,near_spoiled
edamame,6.0,78.3,267,6.4,105.7,not_sufficient,near_spoiled
creme_brulee,5.3,66.2,149,2.9,144.2,not_sufficient,fine
filet_mignon,0.6,76.1,213,3.6,358.7,sufficient,near_spoiled
beef_carpaccio,1.0,81.5,179,0.0,151.4,not_sufficient,fine
beef_carpaccio,0.7,87.6,168,0.0,590.5,sufficient,fine
chocolate_cake,4.8,76.7,129,2.4,450.3,sufficient,fine
macaroni_and_cheese,3.7,61.6,403,3.7,405.1,sufficient,spoiled
chicken_wings,2.8,69.6,300,6.4,488.8,sufficient,near_spoiled
macaroni_and_cheese,4.9,84.0,304,2.4,471.9,sufficient,near_spoiled
french_onion_soup,3.1,62.3,220,4.1,169.8,not_sufficient,near_spoiled
bread_pudding,6.0,61.2,508,3.5,330.7,sufficient,spoiled
filet_mignon,1.8,69.0,160,2.2,584.2,sufficient,fine
chocolate_cake,5.4,88.2,304,4.2,322.4,sufficient,near_spoiled
filet_mignon,4.2,65.2,136,1.9,317.6,sufficient,fine
nachos,2.8,61.8,103,1.3,326.3,sufficient,fine
waffles,6.1,80.9,354,4.8,107.1,not_sufficient,near_spoiled
deviled_eggs,5.8,80.5,178,2.7,115.7,not_sufficient,fine
pizza,4.3,72.2,122,1.2,116.1,not_sufficient,fine
french_onion_soup,6.1,71.2,151,0.0,466.7,sufficient,fine
beef_carpaccio,0.9,60.0,314,4.2,216.1,not_sufficient,near_spoiled
pizza,3.6,76.3,163,1.1,184.8,not_sufficient,fine
donuts,2.2,83.3,202,4.8,146.7,not_sufficient,near_spoiled
hot_dog,3.9,64.8,117,1.2,258.6,not_sufficient,fine
sushi,3.2,72.6,214,5.1,514.7,sufficient,near_spoiled
grilled_salmon,2.5,69.1,152,1.0,108.0,not_sufficient,fine
creme_brulee,6.2,82.1,180,4.9,585.6,sufficient,fine
